Output format: module | schema name (class + field) | field offset
Schema: soundsystem.dll | VMixDelayDesc_t->m_flDelay | 0X000014
Schema: soundsystem.dll | VMixDelayDesc_t->m_flDirectGain | 0X000018
Schema: soundsystem.dll | VMixDelayDesc_t->m_flDelayGain | 0X00001C
Schema: soundsystem.dll | VMixDelayDesc_t->m_flFeedbackGain | 0X000020
Schema: soundsystem.dll | VMixDelayDesc_t->m_flWidth | 0X000024
Schema: soundsystem.dll | VMixPannerDesc_t->m_type | 0X000000
Schema: soundsystem.dll | VMixPannerDesc_t->m_flStrength | 0X000004
Schema: soundsystem.dll | VMixModDelayDesc_t->m_feedbackFilter | 0X000000
Schema: soundsystem.dll | VMixModDelayDesc_t->m_bPhaseInvert | 0X000010
Schema: soundsystem.dll | VMixModDelayDesc_t->m_flGlideTime | 0X000014
Schema: soundsystem.dll | VMixModDelayDesc_t->m_flDelay | 0X000018
Schema: soundsystem.dll | VMixModDelayDesc_t->m_flOutputGain | 0X00001C
Schema: soundsystem.dll | VMixModDelayDesc_t->m_flFeedbackGain | 0X000020
Schema: soundsystem.dll | VMixModDelayDesc_t->m_flModRate | 0X000024
Schema: soundsystem.dll | VMixModDelayDesc_t->m_flModDepth | 0X000028
Schema: soundsystem.dll | VMixModDelayDesc_t->m_bApplyAntialiasing | 0X00002C
Schema: soundsystem.dll | VMixDiffusorDesc_t->m_flSize | 0X000000
Schema: soundsystem.dll | VMixDiffusorDesc_t->m_flComplexity | 0X000004
Schema: soundsystem.dll | VMixDiffusorDesc_t->m_flFeedback | 0X000008
Schema: soundsystem.dll | VMixDiffusorDesc_t->m_flOutputGain | 0X00000C
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flSizeMax | 0X000000
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flSizeMin | 0X000004
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flComplexity | 0X000008
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flDiffusion | 0X00000C
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flModDepth | 0X000010
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flModRate | 0X000014
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_bParallel | 0X000018
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_filterType | 0X00001C
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flWidth | 0X00002C
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flHeight | 0X000030
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flDepth | 0X000034
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flFeedbackScale | 0X000038
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flFeedbackWidth | 0X00003C
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flFeedbackHeight | 0X000040
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flFeedbackDepth | 0X000044
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flOutputGain | 0X000048
Schema: soundsystem.dll | VMixBoxverbDesc_t->m_flTaps | 0X00004C
Schema: soundsystem.dll | VMixFreeverbDesc_t->m_flRoomSize | 0X000000
Schema: soundsystem.dll | VMixFreeverbDesc_t->m_flDamp | 0X000004
Schema: soundsystem.dll | VMixFreeverbDesc_t->m_flWidth | 0X000008
Schema: soundsystem.dll | VMixFreeverbDesc_t->m_flLateReflections | 0X00000C
Schema: soundsystem.dll | VMixPlateverbDesc_t->m_flPrefilter | 0X000000
Schema: soundsystem.dll | VMixPlateverbDesc_t->m_flInputDiffusion1 | 0X000004
Schema: soundsystem.dll | VMixPlateverbDesc_t->m_flInputDiffusion2 | 0X000008
Schema: soundsystem.dll | VMixPlateverbDesc_t->m_flDecay | 0X00000C
Schema: soundsystem.dll | VMixPlateverbDesc_t->m_flDamp | 0X000010
Schema: soundsystem.dll | VMixPlateverbDesc_t->m_flFeedbackDiffusion1 | 0X000014
Schema: soundsystem.dll | VMixPlateverbDesc_t->m_flFeedbackDiffusion2 | 0X000018
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_fldbGain | 0X000000
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_fldbNoiseGateThreshold | 0X000004
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_fldbCompressionThreshold | 0X000008
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_fldbLimiterThreshold | 0X00000C
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_fldbKneeWidth | 0X000010
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_flRatio | 0X000014
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_flLimiterRatio | 0X000018
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_flAttackTimeMS | 0X00001C
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_flReleaseTimeMS | 0X000020
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_flRMSTimeMS | 0X000024
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_flWetMix | 0X000028
Schema: soundsystem.dll | VMixDynamicsDesc_t->m_bPeakMode | 0X00002C
Schema: soundsystem.dll | VMixDynamicsCompressorDesc_t->m_fldbOutputGain | 0X000000
Schema: soundsystem.dll | VMixDynamicsCompressorDesc_t->m_fldbCompressionThreshold | 0X000004
Schema: soundsystem.dll | VMixDynamicsCompressorDesc_t->m_fldbKneeWidth | 0X000008
Schema: soundsystem.dll | VMixDynamicsCompressorDesc_t->m_flCompressionRatio | 0X00000C
Schema: soundsystem.dll | VMixDynamicsCompressorDesc_t->m_flAttackTimeMS | 0X000010
Schema: soundsystem.dll | VMixDynamicsCompressorDesc_t->m_flReleaseTimeMS | 0X000014
Schema: soundsystem.dll | VMixDynamicsCompressorDesc_t->m_flRMSTimeMS | 0X000018
Schema: soundsystem.dll | VMixDynamicsCompressorDesc_t->m_flWetMix | 0X00001C
Schema: soundsystem.dll | VMixDynamicsCompressorDesc_t->m_bPeakMode | 0X000020
Schema: soundsystem.dll | VMixDynamicsBand_t->m_fldbGainInput | 0X000000
Schema: soundsystem.dll | VMixDynamicsBand_t->m_fldbGainOutput | 0X000004
Schema: soundsystem.dll | VMixDynamicsBand_t->m_fldbThresholdBelow | 0X000008
Schema: soundsystem.dll | VMixDynamicsBand_t->m_fldbThresholdAbove | 0X00000C
Schema: soundsystem.dll | VMixDynamicsBand_t->m_flRatioBelow | 0X000010
Schema: soundsystem.dll | VMixDynamicsBand_t->m_flRatioAbove | 0X000014
Schema: soundsystem.dll | VMixDynamicsBand_t->m_flAttackTimeMS | 0X000018
Schema: soundsystem.dll | VMixDynamicsBand_t->m_flReleaseTimeMS | 0X00001C
Schema: soundsystem.dll | VMixDynamicsBand_t->m_bEnable | 0X000020
Schema: soundsystem.dll | VMixDynamicsBand_t->m_bSolo | 0X000021
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_fldbGainOutput | 0X000000
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_flRMSTimeMS | 0X000004
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_fldbKneeWidth | 0X000008
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_flDepth | 0X00000C
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_flWetMix | 0X000010
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_flTimeScale | 0X000014
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_flLowCutoffFreq | 0X000018
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_flHighCutoffFreq | 0X00001C
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_bPeakMode | 0X000020
Schema: soundsystem.dll | VMixDynamics3BandDesc_t->m_bandDesc | 0X000024
Schema: soundsystem.dll | VMixEnvelopeDesc_t->m_flAttackTimeMS | 0X000000
Schema: soundsystem.dll | VMixEnvelopeDesc_t->m_flHoldTimeMS | 0X000004
Schema: soundsystem.dll | VMixEnvelopeDesc_t->m_flReleaseTimeMS | 0X000008
Schema: soundsystem.dll | VMixPitchShiftDesc_t->m_nGrainSampleCount | 0X000000
Schema: soundsystem.dll | VMixPitchShiftDesc_t->m_flPitchShift | 0X000004
Schema: soundsystem.dll | VMixPitchShiftDesc_t->m_nQuality | 0X000008
Schema: soundsystem.dll | VMixPitchShiftDesc_t->m_nProcType | 0X00000C
Schema: soundsystem.dll | VMixConvolutionDesc_t->m_fldbGain | 0X000000
Schema: soundsystem.dll | VMixConvolutionDesc_t->m_flPreDelayMS | 0X000004
Schema: soundsystem.dll | VMixConvolutionDesc_t->m_flWetMix | 0X000008
Schema: soundsystem.dll | VMixConvolutionDesc_t->m_fldbLow | 0X00000C
Schema: soundsystem.dll | VMixConvolutionDesc_t->m_fldbMid | 0X000010
Schema: soundsystem.dll | VMixConvolutionDesc_t->m_fldbHigh | 0X000014
Schema: soundsystem.dll | VMixConvolutionDesc_t->m_flLowCutoffFreq | 0X000018
Schema: soundsystem.dll | VMixConvolutionDesc_t->m_flHighCutoffFreq | 0X00001C
Schema: soundsystem.dll | VMixVocoderDesc_t->m_nBandCount | 0X000000
Schema: soundsystem.dll | VMixVocoderDesc_t->m_flBandwidth | 0X000004
Schema: soundsystem.dll | VMixVocoderDesc_t->m_fldBModGain | 0X000008
Schema: soundsystem.dll | VMixVocoderDesc_t->m_flFreqRangeStart | 0X00000C
Schema: soundsystem.dll | VMixVocoderDesc_t->m_flFreqRangeEnd | 0X000010
Schema: soundsystem.dll | VMixVocoderDesc_t->m_fldBUnvoicedGain | 0X000014
Schema: soundsystem.dll | VMixVocoderDesc_t->m_flAttackTimeMS | 0X000018
Schema: soundsystem.dll | VMixVocoderDesc_t->m_flReleaseTimeMS | 0X00001C
Schema: soundsystem.dll | VMixVocoderDesc_t->m_nDebugBand | 0X000020
Schema: soundsystem.dll | VMixVocoderDesc_t->m_bPeakMode | 0X000024
Schema: soundsystem.dll | VMixShaperDesc_t->m_nShape | 0X000000
Schema: soundsystem.dll | VMixShaperDesc_t->m_fldbDrive | 0X000004
Schema: soundsystem.dll | VMixShaperDesc_t->m_fldbOutputGain | 0X000008
Schema: soundsystem.dll | VMixShaperDesc_t->m_flWetMix | 0X00000C
Schema: soundsystem.dll | VMixShaperDesc_t->m_nOversampleFactor | 0X000010
Schema: soundsystem.dll | VMixUtilityDesc_t->m_nOp | 0X000000
Schema: soundsystem.dll | VMixUtilityDesc_t->m_flInputPan | 0X000004
Schema: soundsystem.dll | VMixUtilityDesc_t->m_flOutputBalance | 0X000008
Schema: soundsystem.dll | VMixUtilityDesc_t->m_fldbOutputGain | 0X00000C
Schema: soundsystem.dll | VMixUtilityDesc_t->m_bBassMono | 0X000010
Schema: soundsystem.dll | VMixUtilityDesc_t->m_flBassFreq | 0X000014
Schema: soundsystem.dll | VMixAutoFilterDesc_t->m_flEnvelopeAmount | 0X000000
Schema: soundsystem.dll | VMixAutoFilterDesc_t->m_flAttackTimeMS | 0X000004
Schema: soundsystem.dll | VMixAutoFilterDesc_t->m_flReleaseTimeMS | 0X000008
Schema: soundsystem.dll | VMixAutoFilterDesc_t->m_filter | 0X00000C
Schema: soundsystem.dll | VMixAutoFilterDesc_t->m_flLFOAmount | 0X00001C
Schema: soundsystem.dll | VMixAutoFilterDesc_t->m_flLFORate | 0X000020
Schema: soundsystem.dll | VMixAutoFilterDesc_t->m_flPhase | 0X000024
Schema: soundsystem.dll | VMixAutoFilterDesc_t->m_nLFOShape | 0X000028
Schema: soundsystem.dll | VMixOscDesc_t->oscType | 0X000000
Schema: soundsystem.dll | VMixOscDesc_t->m_freq | 0X000004
Schema: soundsystem.dll | VMixOscDesc_t->m_flPhase | 0X000008
Schema: soundsystem.dll | VMixEffectChainDesc_t->m_flCrossfadeTime | 0X000000
Schema: soundsystem.dll | VMixSubgraphSwitchDesc_t->m_interpolationMode | 0X000000
Schema: soundsystem.dll | VMixSubgraphSwitchDesc_t->m_bOnlyTailsOnFadeOut | 0X000004
Schema: soundsystem.dll | VMixSubgraphSwitchDesc_t->m_flInterpolationTime | 0X000008
Schema: scenesystem.dll | CSSDSEndFrameViewInfo->m_nViewId | 0X000000
Schema: scenesystem.dll | CSSDSEndFrameViewInfo->m_ViewName | 0X000008
Schema: scenesystem.dll | CSSDSMsg_EndFrame->m_Views | 0X000000
Schema: scenesystem.dll | SceneViewId_t->m_nViewId | 0X000000
Schema: scenesystem.dll | SceneViewId_t->m_nFrameCount | 0X000008
Schema: scenesystem.dll | CSSDSMsg_ViewRender->m_viewId | 0X000000
Schema: scenesystem.dll | CSSDSMsg_ViewRender->m_ViewName | 0X000010
Schema: scenesystem.dll | CSSDSMsg_LayerBase->m_viewId | 0X000000
Schema: scenesystem.dll | CSSDSMsg_LayerBase->m_ViewName | 0X000010
Schema: scenesystem.dll | CSSDSMsg_LayerBase->m_nLayerIndex | 0X000018
Schema: scenesystem.dll | CSSDSMsg_LayerBase->m_nLayerId | 0X000020
Schema: scenesystem.dll | CSSDSMsg_LayerBase->m_LayerName | 0X000028
Schema: scenesystem.dll | CSSDSMsg_LayerBase->m_displayText | 0X000030
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_Name | 0X000000
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_TextureId | 0X000008
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_nWidth | 0X000010
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_nHeight | 0X000014
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_nRequestedWidth | 0X000018
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_nRequestedHeight | 0X00001C
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_nNumMipLevels | 0X000020
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_nDepth | 0X000024
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_nMultisampleNumSamples | 0X000028
Schema: scenesystem.dll | CSSDSMsg_ViewTarget->m_nFormat | 0X00002C
Schema: scenesystem.dll | CSSDSMsg_ViewTargetList->m_viewId | 0X000000
Schema: scenesystem.dll | CSSDSMsg_ViewTargetList->m_ViewName | 0X000010
Schema: scenesystem.dll | CSSDSMsg_ViewTargetList->m_Targets | 0X000018
Schema: worldrenderer.dll | EntityIOConnectionData_t->m_outputName | 0X000000
Schema: worldrenderer.dll | EntityIOConnectionData_t->m_targetType | 0X000008
Schema: worldrenderer.dll | EntityIOConnectionData_t->m_targetName | 0X000010
Schema: worldrenderer.dll | EntityIOConnectionData_t->m_inputName | 0X000018
Schema: worldrenderer.dll | EntityIOConnectionData_t->m_overrideParam | 0X000020
Schema: worldrenderer.dll | EntityIOConnectionData_t->m_flDelay | 0X000028
Schema: worldrenderer.dll | EntityIOConnectionData_t->m_nTimesToFire | 0X00002C
Schema: worldrenderer.dll | EntityKeyValueData_t->m_keyValuesData | 0X000000
Schema: worldrenderer.dll | EntityKeyValueData_t->m_connections | 0X000018
Schema: worldrenderer.dll | PermEntityLumpData_t->m_name | 0X000000
Schema: worldrenderer.dll | PermEntityLumpData_t->m_hammerUniqueId | 0X000008
Schema: worldrenderer.dll | PermEntityLumpData_t->m_childLumps | 0X000010
Schema: worldrenderer.dll | PermEntityLumpData_t->m_entityKeyValues | 0X000028
Schema: worldrenderer.dll | SceneObject_t->m_nObjectID | 0X000000
Schema: worldrenderer.dll | SceneObject_t->m_vTransform | 0X000004
Schema: worldrenderer.dll | SceneObject_t->m_flFadeStartDistance | 0X000034
Schema: worldrenderer.dll | SceneObject_t->m_flFadeEndDistance | 0X000038
Schema: worldrenderer.dll | SceneObject_t->m_vTintColor | 0X00003C
Schema: worldrenderer.dll | SceneObject_t->m_skin | 0X000050
Schema: worldrenderer.dll | SceneObject_t->m_nObjectTypeFlags | 0X000058
Schema: worldrenderer.dll | SceneObject_t->m_vLightingOrigin | 0X00005C
Schema: worldrenderer.dll | SceneObject_t->m_nLightGroup | 0X000068
Schema: worldrenderer.dll | SceneObject_t->m_nOverlayRenderOrder | 0X00006C
Schema: worldrenderer.dll | SceneObject_t->m_nLODOverride | 0X00006E
Schema: worldrenderer.dll | SceneObject_t->m_nCubeMapPrecomputedHandshake | 0X000070
Schema: worldrenderer.dll | SceneObject_t->m_nLightProbeVolumePrecomputedHandshake | 0X000074
Schema: worldrenderer.dll | SceneObject_t->m_renderableModel | 0X000080
Schema: worldrenderer.dll | SceneObject_t->m_renderable | 0X000088
Schema: worldrenderer.dll | BaseSceneObjectOverride_t->m_nSceneObjectIndex | 0X000000
Schema: worldrenderer.dll | ExtraVertexStreamOverride_t->m_nSubSceneObject | 0X000004
Schema: worldrenderer.dll | ExtraVertexStreamOverride_t->m_nDrawCallIndex | 0X000008
Schema: worldrenderer.dll | ExtraVertexStreamOverride_t->m_nAdditionalMeshDrawPrimitiveFlags | 0X00000C
Schema: worldrenderer.dll | ExtraVertexStreamOverride_t->m_extraBufferBinding | 0X000010
Schema: worldrenderer.dll | MaterialOverride_t->m_nSubSceneObject | 0X000004
Schema: worldrenderer.dll | MaterialOverride_t->m_nDrawCallIndex | 0X000008
Schema: worldrenderer.dll | MaterialOverride_t->m_pMaterial | 0X000010
Schema: worldrenderer.dll | InfoOverlayData_t->m_transform | 0X000000
Schema: worldrenderer.dll | InfoOverlayData_t->m_flWidth | 0X000030
Schema: worldrenderer.dll | InfoOverlayData_t->m_flHeight | 0X000034
Schema: worldrenderer.dll | InfoOverlayData_t->m_flDepth | 0X000038
Schema: worldrenderer.dll | InfoOverlayData_t->m_vUVStart | 0X00003C
Schema: worldrenderer.dll | InfoOverlayData_t->m_vUVEnd | 0X000044
Schema: worldrenderer.dll | InfoOverlayData_t->m_pMaterial | 0X000050
Schema: worldrenderer.dll | InfoOverlayData_t->m_nRenderOrder | 0X000058
Schema: worldrenderer.dll | InfoOverlayData_t->m_vTintColor | 0X00005C
Schema: worldrenderer.dll | InfoOverlayData_t->m_nSequenceOverride | 0X00006C
Schema: worldrenderer.dll | BakedLightingInfo_t->m_nLightmapVersionNumber | 0X000000
Schema: worldrenderer.dll | BakedLightingInfo_t->m_nLightmapGameVersionNumber | 0X000004
Schema: worldrenderer.dll | BakedLightingInfo_t->m_vLightmapUvScale | 0X000008
Schema: worldrenderer.dll | BakedLightingInfo_t->m_bHasLightmaps | 0X000010
Schema: worldrenderer.dll | BakedLightingInfo_t->m_lightMaps | 0X000018
Schema: worldrenderer.dll | WorldNodeOnDiskBufferData_t->m_nElementCount | 0X000000
Schema: worldrenderer.dll | WorldNodeOnDiskBufferData_t->m_nElementSizeInBytes | 0X000004
Schema: worldrenderer.dll | WorldNodeOnDiskBufferData_t->m_inputLayoutFields | 0X000008
Schema: worldrenderer.dll | WorldNodeOnDiskBufferData_t->m_pData | 0X000020
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_nVisClusterMemberOffset | 0X000000
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_nVisClusterMemberCount | 0X000004
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_bHasTransform | 0X000005
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_nDrawCallIndex | 0X000006
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_nLODSetupIndex | 0X000008
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_nLODGroupMask | 0X00000A
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_vTintColor | 0X00000B
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_objectFlags | 0X000010
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_nLightProbeVolumePrecomputedHandshake | 0X000014
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_vLODOrigin | 0X000018
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_fLODStartDrawDistance | 0X000024
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_fLODEndDrawDistance | 0X000028
Schema: worldrenderer.dll | AggregateMeshInfo_t->m_fMaxObjectScale | 0X00002C
Schema: worldrenderer.dll | AggregateLODSetup_t->m_vLODOrigin | 0X000000
Schema: worldrenderer.dll | AggregateLODSetup_t->m_fMaxObjectScale | 0X00000C
Schema: worldrenderer.dll | AggregateLODSetup_t->m_nLODMask | 0X000010
Schema: worldrenderer.dll | AggregateLODSetup_t->m_fSwitchDistances | 0X000018
Schema: worldrenderer.dll | AggregateSceneObject_t->m_allFlags | 0X000000
Schema: worldrenderer.dll | AggregateSceneObject_t->m_anyFlags | 0X000004
Schema: worldrenderer.dll | AggregateSceneObject_t->m_nLayer | 0X000008
Schema: worldrenderer.dll | AggregateSceneObject_t->m_aggregateMeshes | 0X000010
Schema: worldrenderer.dll | AggregateSceneObject_t->m_lodSetups | 0X000028
Schema: worldrenderer.dll | AggregateSceneObject_t->m_visClusterMembership | 0X000040
Schema: worldrenderer.dll | AggregateSceneObject_t->m_fragmentTransforms | 0X000058
Schema: worldrenderer.dll | AggregateSceneObject_t->m_renderableModel | 0X000070
Schema: worldrenderer.dll | WorldNode_t->m_sceneObjects | 0X000000
Schema: worldrenderer.dll | WorldNode_t->m_infoOverlays | 0X000018
Schema: worldrenderer.dll | WorldNode_t->m_visClusterMembership | 0X000030
Schema: worldrenderer.dll | WorldNode_t->m_aggregateSceneObjects | 0X000048
Schema: worldrenderer.dll | WorldNode_t->m_extraVertexStreamOverrides | 0X000060
Schema: worldrenderer.dll | WorldNode_t->m_materialOverrides | 0X000078
Schema: worldrenderer.dll | WorldNode_t->m_extraVertexStreams | 0X000090
Schema: worldrenderer.dll | WorldNode_t->m_layerNames | 0X0000A8
Schema: worldrenderer.dll | WorldNode_t->m_sceneObjectLayerIndices | 0X0000C0
Schema: worldrenderer.dll | WorldNode_t->m_overlayLayerIndices | 0X0000D8
Schema: worldrenderer.dll | WorldNode_t->m_grassFileName | 0X0000F0
Schema: worldrenderer.dll | WorldNode_t->m_nodeLightingInfo | 0X0000F8
Schema: worldrenderer.dll | WorldBuilderParams_t->m_flMinDrawVolumeSize | 0X000000
Schema: worldrenderer.dll | WorldBuilderParams_t->m_bBuildBakedLighting | 0X000004
Schema: worldrenderer.dll | WorldBuilderParams_t->m_vLightmapUvScale | 0X000008
Schema: worldrenderer.dll | WorldBuilderParams_t->m_nCompileTimestamp | 0X000010
Schema: worldrenderer.dll | WorldBuilderParams_t->m_nCompileFingerprint | 0X000018
Schema: worldrenderer.dll | NodeData_t->m_nParent | 0X000000
Schema: worldrenderer.dll | NodeData_t->m_vOrigin | 0X000004
Schema: worldrenderer.dll | NodeData_t->m_vMinBounds | 0X000010
Schema: worldrenderer.dll | NodeData_t->m_vMaxBounds | 0X00001C
Schema: worldrenderer.dll | NodeData_t->m_flMinimumDistance | 0X000028
Schema: worldrenderer.dll | NodeData_t->m_ChildNodeIndices | 0X000030
Schema: worldrenderer.dll | NodeData_t->m_worldNodePrefix | 0X000048
Schema: worldrenderer.dll | World_t->m_builderParams | 0X000000
Schema: worldrenderer.dll | World_t->m_worldNodes | 0X000020
Schema: worldrenderer.dll | World_t->m_worldLightingInfo | 0X000038
Schema: worldrenderer.dll | World_t->m_entityLumps | 0X000068
Schema: worldrenderer.dll | VoxelVisBlockOffset_t->m_nOffset | 0X000000
Schema: worldrenderer.dll | VoxelVisBlockOffset_t->m_nElementCount | 0X000004
Schema: worldrenderer.dll | CVoxelVisibility->m_nBaseClusterCount | 0X000040
Schema: worldrenderer.dll | CVoxelVisibility->m_nPVSBytesPerCluster | 0X000044
Schema: worldrenderer.dll | CVoxelVisibility->m_vMinBounds | 0X000048
Schema: worldrenderer.dll | CVoxelVisibility->m_vMaxBounds | 0X000054
Schema: worldrenderer.dll | CVoxelVisibility->m_flGridSize | 0X000060
Schema: worldrenderer.dll | CVoxelVisibility->m_nSkyVisibilityCluster | 0X000064
Schema: worldrenderer.dll | CVoxelVisibility->m_nSunVisibilityCluster | 0X000068
